Country Name,Country Code,Indicator Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Cote d'Ivoire,CIV,"Adolescent fertility rate (births per 1,000 women ages 15-19)",222.6166,220.8988,219.181,218.4596,217.7382,217.0168,216.2954,215.574,215.777,215.98,216.183,216.386,216.589,216.205,215.821,215.437,215.053,214.669,210.4158,206.1626,201.9094,197.6562,193.403,188.3284,183.2538,178.1792,173.1046,168.03,164.036,160.042,156.048,152.054,148.06,146.1112,144.1624,142.2136,140.2648,138.316,138.133,137.95,137.767,137.584,137.401,137.4222,137.4434,137.4646,137.4858,137.507,137.0336,136.5602,136.0868,135.6134,135.14,135.302,135.464,
Cameroon,CMR,"Adolescent fertility rate (births per 1,000 women ages 15-19)",171.3492,173.0226,174.696,176.3812,178.0664,179.7516,181.4368,183.122,184.4582,185.7944,187.1306,188.4668,189.803,190.525,191.247,191.969,192.691,193.413,194.1878,194.9626,195.7374,196.5122,197.287,196.1244,194.9618,193.7992,192.6366,191.474,188.7156,185.9572,183.1988,180.4404,177.682,174.6712,171.6604,168.6496,165.6388,162.628,160.3304,158.0328,155.7352,153.4376,151.14,147.0562,142.9724,138.8886,134.8048,130.721,127.7446,124.7682,121.7918,118.8154,115.839,111.346,106.853,
"Congo, Rep.",COG,"Adolescent fertility rate (births per 1,000 women ages 15-19)",137.061,138.003,138.945,139.8868,140.8286,141.7704,142.7122,143.654,144.3872,145.1204,145.8536,146.5868,147.32,147.32,147.32,147.32,147.32,147.32,145.696,144.072,142.448,140.824,139.2,138.1188,137.0376,135.9564,134.8752,133.794,133.1326,132.4712,131.8098,131.1484,130.487,131.019,131.551,132.083,132.615,133.147,133.9556,134.7642,135.5728,136.3814,137.19,135.5878,133.9856,132.3834,130.7812,129.179,128.4348,127.6906,126.9464,126.2022,125.458,122.346,119.234,
Colombia,COL,"Adolescent fertility rate (births per 1,000 women ages 15-19)",127.994,127.994,127.994,126.1352,124.2764,122.4176,120.5588,118.7,112.58,106.46,100.34,94.22,88.1,87.4334,86.7668,86.1002,85.4336,84.767,84.0016,83.2362,82.4708,81.7054,80.94,79.8838,78.8276,77.7714,76.7152,75.659,77.0676,78.4762,79.8848,81.2934,82.702,82.8194,82.9368,83.0542,83.1716,83.289,83.895,84.501,85.107,85.713,86.319,81.7922,77.2654,72.7386,68.2118,63.685,62.4794,61.2738,60.0682,58.8626,57.657,54.6654,51.6738,
Comoros,COM,"Adolescent fertility rate (births per 1,000 women ages 15-19)",129.4184,130.5932,131.768,132.306,132.844,133.382,133.92,134.458,133.0702,131.6824,130.2946,128.9068,127.519,127.519,127.519,127.519,127.519,127.519,127.3554,127.1918,127.0282,126.8646,126.701,125.2852,123.8694,122.4536,121.0378,119.622,117.3378,115.0536,112.7694,110.4852,108.201,106.349,104.497,102.645,100.793,98.941,97.5918,96.2426,94.8934,93.5442,92.195,89.6594,87.1238,84.5882,82.0526,79.517,78.5028,77.4886,76.4744,75.4602,74.446,71.9988,69.5516,
Cabo Verde,CPV,"Adolescent fertility rate (births per 1,000 women ages 15-19)",116.637,117.344,118.051,118.0258,118.0006,117.9754,117.9502,117.925,117.5814,117.2378,116.8942,116.5506,116.207,115.3642,114.5214,113.6786,112.8358,111.993,111.052,110.111,109.17,108.229,107.288,107.633,107.978,108.323,108.668,109.013,109.0046,108.9962,108.9878,108.9794,108.971,108.3342,107.6974,107.0606,106.4238,105.787,103.3306,100.8742,98.4178,95.9614,93.505,91.9314,90.3578,88.7842,87.2106,85.637,83.4398,81.2426,79.0454,76.8482,74.651,74.1528,73.6546,
Costa Rica,CRI,"Adolescent fertility rate (births per 1,000 women ages 15-19)",118.9184,118.6612,118.404,116.2062,114.0084,111.8106,109.6128,107.415,105.2566,103.0982,100.9398,98.7814,96.623,97.0436,97.4642,97.8848,98.3054,98.726,98.4066,98.0872,97.7678,97.4484,97.129,96.764,96.399,96.034,95.669,95.304,94.5938,93.8836,93.1734,92.4632,91.753,90.0372,88.3214,86.6056,84.8898,83.174,80.4972,77.8204,75.1436,72.4668,69.79,68.73,67.67,66.61,65.55,64.49,63.4048,62.3196,61.2344,60.1492,59.064,58.0514,57.0388,
Caribbean small states,CSS,"Adolescent fertility rate (births per 1,000 women ages 15-19)",162.8712116,162.9282726,163.2059237,161.2344454,159.5160179,157.7992805,154.7195403,151.313108,147.0222719,143.238495,140.0695827,137.3668827,135.0562624,132.0403749,128.8900175,125.489023,121.5982876,117.4971745,115.6889598,113.9532298,112.3619678,111.0556926,109.8629366,107.310786,104.6991579,101.9254868,98.89044191,95.68833934,94.01228263,92.34314802,90.66463366,89.04871991,87.47322644,85.63564881,83.75734144,81.80796738,79.72445127,77.517696,75.54665269,73.55478225,71.61928035,69.87029491,68.18095821,67.04026211,65.99156022,65.06970569,64.30383865,63.61659147,62.91988165,62.15165603,61.28677902,60.46339562,59.55931434,58.36351829,57.10954237,
Cuba,CUB,"Adolescent fertility rate (births per 1,000 women ages 15-19)",103.0398,111.5194,119.999,122.0792,124.1594,126.2396,128.3198,130.4,132.8796,135.3592,137.8388,140.3184,142.798,136.4782,130.1584,123.8386,117.5188,111.199,106.099,100.999,95.899,90.799,85.699,85.699,85.699,85.699,85.699,85.699,82.4,79.101,75.802,72.503,69.204,69.242,69.28,69.318,69.356,69.394,65.6336,61.8732,58.1128,54.3524,50.592,50.3258,50.0596,49.7934,49.5272,49.261,49.0654,48.8698,48.6742,48.4786,48.283,47.2252,46.1674,
Curacao,CUW,"Adolescent fertility rate (births per 1,000 women ages 15-19)",105.7542,102.5856,99.417,96.7096,94.0022,91.2948,88.5874,85.88,81.6764,77.4728,73.2692,69.0656,64.862,62.9636,61.0652,59.1668,57.2684,55.37,54.466,53.562,52.658,51.754,50.85,51.076,51.302,51.528,51.754,51.98,51.8896,51.7992,51.7088,51.6184,51.528,49.927,48.326,46.725,45.124,43.523,42.1554,40.7878,39.4202,38.0526,36.685,36.1642,35.6434,35.1226,34.6018,34.081,34.3628,34.6446,34.9264,35.2082,35.49,34.9932,34.4964,
Cayman Islands,CYM,"Adolescent fertility rate (births per 1,000 women ages 15-19)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,"Adolescent fertility rate (births per 1,000 women ages 15-19)",31.0666,28.4048,25.743,24.6996,23.6562,22.6128,21.5694,20.526,20.608,20.69,20.772,20.854,20.936,22.684,24.432,26.18,27.928,29.676,31.3914,33.1068,34.8222,36.5376,38.253,37.5272,36.8014,36.0756,35.3498,34.624,32.5656,30.5072,28.4488,26.3904,24.332,22.0764,19.8208,17.5652,15.3096,13.054,11.8884,10.7228,9.5572,8.3916,7.226,7.0912,6.9564,6.8216,6.6868,6.552,6.3362,6.1204,5.9046,5.6888,5.473,5.2794,5.0858,
Czech Republic,CZE,"Adolescent fertility rate (births per 1,000 women ages 15-19)",47.9544,47.9232,47.892,47.6538,47.4156,47.1774,46.9392,46.701,47.4402,48.1794,48.9186,49.6578,50.397,52.1382,53.8794,55.6206,57.3618,59.103,57.85,56.597,55.344,54.091,52.838,52.3704,51.9028,51.4352,50.9676,50.5,48.6178,46.7356,44.8534,42.9712,41.089,36.184,31.279,26.374,21.469,16.564,15.5232,14.4824,13.4416,12.4008,11.36,11.3114,11.2628,11.2142,11.1656,11.117,11.0988,11.0806,11.0624,11.0442,11.026,10.5782,10.1304,
Germany,DEU,"Adolescent fertility rate (births per 1,000 women ages 15-19)",37.9798,40.1914,42.403,43.7524,45.1018,46.4512,47.8006,49.15,47.776,46.402,45.028,43.654,42.28,39.7486,37.2172,34.6858,32.1544,29.623,28.1902,26.7574,25.3246,23.8918,22.459,21.3582,20.2574,19.1566,18.0558,16.955,16.7456,16.5362,16.3268,16.1174,15.908,15.3492,14.7904,14.2316,13.6728,13.114,12.9652,12.8164,12.6676,12.5188,12.37,11.8502,11.3304,10.8106,10.2908,9.771,9.422,9.073,8.724,8.375,8.026,7.4932,6.9604,
Djibouti,DJI,"Adolescent fertility rate (births per 1,000 women ages 15-19)",43.1298,44.3484,45.567,46.836,48.105,49.374,50.643,51.912,52.2188,52.5256,52.8324,53.1392,53.446,53.4002,53.3544,53.3086,53.2628,53.217,52.8126,52.4082,52.0038,51.5994,51.195,50.947,50.699,50.451,50.203,49.955,49.0572,48.1594,47.2616,46.3638,45.466,43.6466,41.8272,40.0078,38.1884,36.369,35.279,34.189,33.099,32.009,30.919,30.0114,29.1038,28.1962,27.2886,26.381,25.7274,25.0738,24.4202,23.7666,23.113,22.4692,21.8254,
Dominica,DMA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,DNK,"Adolescent fertility rate (births per 1,000 women ages 15-19)",44.1742,45.0426,45.911,45.5226,45.1342,44.7458,44.3574,43.969,40.693,37.417,34.141,30.865,27.589,26.2812,24.9734,23.6656,22.3578,21.05,19.2538,17.4576,15.6614,13.8652,12.069,11.499,10.929,10.359,9.789,9.219,9.1554,9.0918,9.0282,8.9646,8.901,8.7222,8.5434,8.3646,8.1858,8.007,7.7292,7.4514,7.1736,6.8958,6.618,6.4682,6.3184,6.1686,6.0188,5.869,5.5824,5.2958,5.0092,4.7226,4.436,4.2776,4.1192,
Dominican Republic,DOM,"Adolescent fertility rate (births per 1,000 women ages 15-19)",167.0996,165.6988,164.298,161.0394,157.7808,154.5222,151.2636,148.005,144.5842,141.1634,137.7426,134.3218,130.901,127.9212,124.9414,121.9616,118.9818,116.002,114.9212,113.8404,112.7596,111.6788,110.598,110.5184,110.4388,110.3592,110.2796,110.2,111.0194,111.8388,112.6582,113.4776,114.297,113.6374,112.9778,112.3182,111.6586,110.999,110.719,110.439,110.159,109.879,109.599,109.4194,109.2398,109.0602,108.8806,108.701,107.0856,105.4702,103.8548,102.2394,100.624,99.5292,98.4344,
Algeria,DZA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",123.8892,124.7566,125.624,123.5016,121.3792,119.2568,117.1344,115.012,112.6814,110.3508,108.0202,105.6896,103.359,101.6092,99.8594,98.1096,96.3598,94.61,86.0068,77.4036,68.8004,60.1972,51.594,47.8858,44.1776,40.4694,36.7612,33.053,31.3024,29.5518,27.8012,26.0506,24.3,22.4138,20.5276,18.6414,16.7552,14.869,13.8312,12.7934,11.7556,10.7178,9.68,9.6814,9.6828,9.6842,9.6856,9.687,10.0358,10.3846,10.7334,11.0822,11.431,11.1112,10.7914,
East Asia & Pacific (developing only),EAP,"Adolescent fertility rate (births per 1,000 women ages 15-19)",75.04363055,74.16276479,73.12526322,70.9563769,68.75560871,66.5411565,64.33182155,62.11994643,58.09973589,54.21274009,50.50944565,46.99338663,43.71902073,41.865986,39.99123604,37.94527612,35.67391408,33.20690319,32.80761369,32.36329522,31.94939965,31.51748573,31.1033243,31.0943818,31.19721389,31.39764378,31.66041432,31.96970248,30.95342773,30.00027527,29.1001124,28.28853793,27.53758623,26.45941144,25.35239935,24.16295526,22.79654913,21.35860133,21.26304941,21.03911316,20.67513199,20.15938273,19.52948752,19.05028585,18.73171387,18.62633793,18.619291,18.79813693,19.2093465,19.73011748,20.28248436,20.90222717,21.54504164,22.14447802,22.69007832,
East Asia & Pacific (all income levels),EAS,"Adolescent fertility rate (births per 1,000 women ages 15-19)",66.01597448,64.9105325,63.85694789,61.98841127,60.22352645,58.60378,57.06520452,55.60365262,52.58710311,49.4738608,46.39843096,43.36207055,40.45957921,38.77995093,37.06004546,35.20929877,33.18267397,30.97161042,30.63969886,30.26993933,29.93076672,29.56862673,29.23165594,29.24319526,29.33718835,29.49436493,29.67953659,29.87850491,28.87463973,27.93613717,27.06765344,26.29114109,25.59141595,24.61368794,23.61409662,22.54088342,21.31683339,20.02397347,19.96953236,19.80945733,19.53264195,19.12134244,18.60500624,18.20753191,17.93906488,17.85225488,17.85321429,18.01453909,18.37250843,18.82086197,19.28962993,19.81711184,20.3586514,20.85339468,21.30504273,
Europe & Central Asia (developing only),ECA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",62.24360207,62.74602704,62.4885478,61.93810145,61.46907988,61.28884873,61.17336185,61.18413742,61.17262728,61.09968266,60.90078244,60.53618338,60.19577599,59.61825539,59.0661266,58.52161461,57.9278702,57.30261106,57.20085206,57.17102565,57.2345564,57.31719243,57.49335202,57.4886123,57.39299996,57.17662169,56.88465361,56.51814733,56.2167478,55.88632134,55.55868971,55.25253941,54.93270412,52.97981335,51.01462231,49.04956889,47.08581805,45.11177448,42.87633187,40.60433571,38.29617528,35.95943771,33.60160478,33.30732154,33.03370078,32.78177745,32.53629036,32.28247989,31.81377096,31.35274066,30.86578948,30.35315293,29.84082236,28.81204604,27.77784737,
Europe & Central Asia (all income levels),ECS,"Adolescent fertility rate (births per 1,000 women ages 15-19)",42.03005223,42.71546789,43.08814181,42.61968176,42.19874331,41.93908009,41.80856012,41.80835902,41.86584626,41.9166856,41.88107081,41.74828836,41.56838834,41.2778495,40.97279196,40.66174089,40.30835117,39.90095482,39.40513992,38.91247666,38.43731457,37.97626286,37.54225273,37.19641885,36.87119716,36.57774687,36.3340152,36.16674468,36.1959957,36.23100663,36.23316685,36.21139967,36.16013463,34.79580213,33.38554216,31.93576284,30.44962967,28.91718391,27.87907266,26.80819204,25.71670654,24.56336243,23.39548678,23.33376114,23.25249684,23.13962837,22.98645344,22.78375074,22.19014189,21.60703972,21.03457979,20.42835923,19.84735707,18.9351836,18.04185625,
Ecuador,ECU,"Adolescent fertility rate (births per 1,000 women ages 15-19)",131.1764,130.6982,130.22,129.2536,128.2872,127.3208,126.3544,125.388,123.242,121.096,118.95,116.804,114.658,112.2314,109.8048,107.3782,104.9516,102.525,100.6942,98.8634,97.0326,95.2018,93.371,92.436,91.501,90.566,89.631,88.696,88.0564,87.4168,86.7772,86.1376,85.498,85.2612,85.0244,84.7876,84.5508,84.314,83.9536,83.5932,83.2328,82.8724,82.512,82.6118,82.7116,82.8114,82.9112,83.011,81.8738,80.7366,79.5994,78.4622,77.325,76.7488,76.1726,
"Egypt, Arab Rep.",EGY,"Adolescent fertility rate (births per 1,000 women ages 15-19)",148.0114,147.5622,147.113,145.5408,143.9686,142.3964,140.8242,139.252,137.006,134.76,132.514,130.268,128.022,127.5728,127.1236,126.6744,126.2252,125.776,124.162,122.548,120.934,119.32,117.706,111.3864,105.0668,98.7472,92.4276,86.108,84.8572,83.6064,82.3556,81.1048,79.854,75.3252,70.7964,66.2676,61.7388,57.21,56.2648,55.3196,54.3744,53.4292,52.484,51.73,50.976,50.222,49.468,48.714,49.9,51.086,52.272,53.458,54.644,53.5396,52.4352,
Euro area,EMU,"Adolescent fertility rate (births per 1,000 women ages 15-19)",27.30183843,28.37770974,29.42039184,30.06122002,30.70748133,31.39172457,32.1288355,32.91243307,33.10617136,33.28254349,33.38242687,33.45757784,33.51027127,32.52039899,31.51975627,30.52052539,29.53037353,28.52818964,27.16856671,25.80957091,24.45425256,23.10025787,21.75158232,20.60734999,19.46200662,18.3169846,17.1899817,16.070735,15.58426909,15.09547504,14.60463369,14.11652207,13.62735086,13.16312637,12.69247819,12.21166794,11.71990973,11.22080037,11.26412625,11.29762275,11.32051251,11.32555024,11.32207345,11.12559236,10.92034997,10.71154468,10.5003563,10.29250536,9.956352443,9.619985541,9.283755418,8.945050596,8.61057818,8.236042083,7.865613877,
Eritrea,ERI,"Adolescent fertility rate (births per 1,000 women ages 15-19)",119.4878,118.9664,118.445,118.0418,117.6386,117.2354,116.8322,116.429,116.1544,115.8798,115.6052,115.3306,115.056,115.056,115.056,115.056,115.056,115.056,115.334,115.612,115.89,116.168,116.446,115.8296,115.2132,114.5968,113.9804,113.364,112.3268,111.2896,110.2524,109.2152,108.178,106.1244,104.0708,102.0172,99.9636,97.91,94.805,91.7,88.595,85.49,82.385,81.1238,79.8626,78.6014,77.3402,76.079,73.0652,70.0514,67.0376,64.0238,61.01,58.3406,55.6712,
Spain,ESP,"Adolescent fertility rate (births per 1,000 women ages 15-19)",10.0564,10.3502,10.644,11.0234,11.4028,11.7822,12.1616,12.541,13.4562,14.3714,15.2866,16.2018,17.117,18.8192,20.5214,22.2236,23.9258,25.628,24.752,23.876,23,22.124,21.248,20.0218,18.7956,17.5694,16.3432,15.117,14.0294,12.9418,11.8542,10.7666,9.679,9.3544,9.0298,8.7052,8.3806,8.056,8.499,8.942,9.385,9.828,10.271,10.6534,11.0358,11.4182,11.8006,12.183,11.5352,10.8874,10.2396,9.5918,8.944,8.733,8.522,
Estonia,EST,"Adolescent fertility rate (births per 1,000 women ages 15-19)",21.4402,21.4466,21.453,22.4152,23.3774,24.3396,25.3018,26.264,27.7348,29.2056,30.6764,32.1472,33.618,34.8716,36.1252,37.3788,38.6324,39.886,40.1742,40.4624,40.7506,41.0388,41.327,41.965,42.603,43.241,43.879,44.517,45.0314,45.5458,46.0602,46.5746,47.089,43.7448,40.4006,37.0564,33.7122,30.368,28.9982,27.6284,26.2586,24.8888,23.519,23.3278,23.1366,22.9454,22.7542,22.563,21.2766,19.9902,18.7038,17.4174,16.131,14.8994,13.6678,
Ethiopia,ETH,"Adolescent fertility rate (births per 1,000 women ages 15-19)",115.9074,115.8902,115.873,115.7786,115.6842,115.5898,115.4954,115.401,116.1896,116.9782,117.7668,118.5554,119.344,119.6128,119.8816,120.1504,120.4192,120.688,120.9034,121.1188,121.3342,121.5496,121.765,121.282,120.799,120.316,119.833,119.35,119.0148,118.6796,118.3444,118.0092,117.674,117.6464,117.6188,117.5912,117.5636,117.536,115.0704,112.6048,110.1392,107.6736,105.208,100.8806,96.5532,92.2258,87.8984,83.571,80.2838,76.9966,73.7094,70.4222,67.135,63.6274,60.1198,
European Union,EUU,"Adolescent fertility rate (births per 1,000 women ages 15-19)",38.99877682,39.96619762,40.87664512,40.83308248,40.73456531,40.62532213,40.5681128,40.53905299,39.89768724,39.26524996,38.61536946,37.94397978,37.25508431,36.5031166,35.71130137,34.87921406,34.00233315,33.03671161,31.79529126,30.59119002,29.47545563,28.4440321,27.53160072,26.84846993,26.16570303,25.44685506,24.71123231,23.95215084,23.40588467,22.84448147,22.28339101,21.69880372,21.12245121,20.39050178,19.61688091,18.78645844,17.91290067,17.01179205,16.72925192,16.45324992,16.19191797,15.90841336,15.63730844,15.55434122,15.44910124,15.3076762,15.11535681,14.87568884,14.29233075,13.73110282,13.19679202,12.65349854,12.14611439,11.55773972,10.97944612,
Fragile and conflict affected situations,FCS,"Adolescent fertility rate (births per 1,000 women ages 15-19)",141.0941716,141.3931542,141.6122497,141.3234442,140.9170863,140.4097661,139.8416808,139.205136,137.5662455,136.0390409,134.6910513,133.5218222,132.5443675,131.4115006,130.2606952,129.0202173,127.6720085,126.2581958,124.142816,122.0401114,119.9720536,117.9031767,115.8434935,114.3262597,112.7975003,111.2646178,109.7367007,108.2211281,107.2677711,106.3720267,105.5393939,104.7494167,104.0607285,103.7031655,103.2800128,102.7551879,102.1102793,101.391445,100.5993997,99.88735682,99.29921552,98.84192315,98.47286318,97.96584527,97.44155727,96.86605497,96.25771145,95.60892374,94.25792151,92.85908727,91.4151169,89.93089687,88.37034297,86.92405677,85.40380811,
Finland,FIN,"Adolescent fertility rate (births per 1,000 women ages 15-19)",29.014,29.278,29.542,30.41,31.278,32.146,33.014,33.882,32.7628,31.6436,30.5244,29.4052,28.286,27.3324,26.3788,25.4252,24.4716,23.518,22.1426,20.7672,19.3918,18.0164,16.641,15.8578,15.0746,14.2914,13.5082,12.725,12.456,12.187,11.918,11.649,11.38,10.9968,10.6136,10.2304,9.8472,9.464,9.6894,9.9148,10.1402,10.3656,10.591,10.319,10.047,9.775,9.503,9.231,8.835,8.439,8.043,7.647,7.251,6.9596,6.6682,
Fiji,FJI,"Adolescent fertility rate (births per 1,000 women ages 15-19)",112.6104,110.2872,107.964,101.3952,94.8264,88.2576,81.6888,75.12,71.893,68.666,65.439,62.212,58.985,59.4504,59.9158,60.3812,60.8466,61.312,60.7704,60.2288,59.6872,59.1456,58.604,59.539,60.474,61.409,62.344,63.279,63.2058,63.1326,63.0594,62.9862,62.913,59.4206,55.9282,52.4358,48.9434,45.451,44.594,43.737,42.88,42.023,41.166,41.9814,42.7968,43.6122,44.4276,45.243,44.7742,44.3054,43.8366,43.3678,42.899,43.6644,44.4298,
France,FRA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",33.9466,35.2468,36.547,36.5406,36.5342,36.5278,36.5214,36.515,36.7978,37.0806,37.3634,37.6462,37.929,36.055,34.181,32.307,30.433,28.559,26.865,25.171,23.477,21.783,20.089,18.8018,17.5146,16.2274,14.9402,13.653,13.1202,12.5874,12.0546,11.5218,10.989,10.7528,10.5166,10.2804,10.0442,9.808,10.0006,10.1932,10.3858,10.5784,10.771,10.6164,10.4618,10.3072,10.1526,9.998,9.9014,9.8048,9.7082,9.6116,9.515,9.2816,9.0482,
Faeroe Islands,FRO,"Adolescent fertility rate (births per 1,000 women ages 15-19)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"Adolescent fertility rate (births per 1,000 women ages 15-19)",75.3684,75.1512,74.934,74.934,74.934,74.934,74.934,74.934,74.934,74.934,74.934,74.934,74.934,73.7456,72.5572,71.3688,70.1804,68.992,67.9136,66.8352,65.7568,64.6784,63.6,61.5712,59.5424,57.5136,55.4848,53.456,52.4374,51.4188,50.4002,49.3816,48.363,47.6548,46.9466,46.2384,45.5302,44.822,42.7102,40.5984,38.4866,36.3748,34.263,32.4956,30.7282,28.9608,27.1934,25.426,24.052,22.678,21.304,19.93,18.556,17.1252,15.6944,
Gabon,GAB,"Adolescent fertility rate (births per 1,000 women ages 15-19)",180.3142,182.6496,184.985,186.862,188.739,190.616,192.493,194.37,195.7266,197.0832,198.4398,199.7964,201.153,202.7654,204.3778,205.9902,207.6026,209.215,209.2748,209.3346,209.3944,209.4542,209.514,207.4262,205.3384,203.2506,201.1628,199.075,195.5386,192.0022,188.4658,184.9294,181.393,177.3726,173.3522,169.3318,165.3114,161.291,156.7246,152.1582,147.5918,143.0254,138.459,135.5162,132.5734,129.6306,126.6878,123.745,121.2392,118.7334,116.2276,113.7218,111.216,106.708,102.2,
United Kingdom,GBR,"Adolescent fertility rate (births per 1,000 women ages 15-19)",84.7406,86.7628,88.785,84.3684,79.9518,75.5352,71.1186,66.702,61.9316,57.1612,52.3908,47.6204,42.85,40.3392,37.8284,35.3176,32.8068,30.296,29.8032,29.3104,28.8176,28.3248,27.832,28.5994,29.3668,30.1342,30.9016,31.669,31.4378,31.2066,30.9754,30.7442,30.513,30.4738,30.4346,30.3954,30.3562,30.317,29.5742,28.8314,28.0886,27.3458,26.603,26.4074,26.2118,26.0162,25.8206,25.625,24.1206,22.6162,21.1118,19.6074,18.103,16.7186,15.3342,
Georgia,GEO,"Adolescent fertility rate (births per 1,000 women ages 15-19)",99.2128,99.6834,100.154,97.6796,95.2052,92.7308,90.2564,87.782,87.7148,87.6476,87.5804,87.5132,87.446,86.0272,84.6084,83.1896,81.7708,80.352,79.5384,78.7248,77.9112,77.0976,76.284,76.2436,76.2032,76.1628,76.1224,76.082,74.6498,73.2176,71.7854,70.3532,68.921,67.2456,65.5702,63.8948,62.2194,60.544,58.1054,55.6668,53.2282,50.7896,48.351,48.832,49.313,49.794,50.275,50.756,49.9516,49.1472,48.3428,47.5384,46.734,43.9324,41.1308,
Ghana,GHA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",148.3448,148.2344,148.124,147.6896,147.2552,146.8208,146.3864,145.952,145.2312,144.5104,143.7896,143.0688,142.348,141.1616,139.9752,138.7888,137.6024,136.416,134.7974,133.1788,131.5602,129.9416,128.323,126.263,124.203,122.143,120.083,118.023,115.1948,112.3666,109.5384,106.7102,103.882,100.5316,97.1812,93.8308,90.4804,87.13,85.1754,83.2208,81.2662,79.3116,77.357,76.0796,74.8022,73.5248,72.2474,70.97,70.826,70.682,70.538,70.394,70.25,68.8752,67.5004,
Guinea,GIN,"Adolescent fertility rate (births per 1,000 women ages 15-19)",203.0624,200.8202,198.578,196.3204,194.0628,191.8052,189.5476,187.29,185.9788,184.6676,183.3564,182.0452,180.734,180.3042,179.8744,179.4446,179.0148,178.585,178.7728,178.9606,179.1484,179.3362,179.524,179.8862,180.2484,180.6106,180.9728,181.335,181.1282,180.9214,180.7146,180.5078,180.301,179.1144,177.9278,176.7412,175.5546,174.368,172.5512,170.7344,168.9176,167.1008,165.284,163.303,161.322,159.341,157.36,155.379,153.4778,151.5766,149.6754,147.7742,145.873,143.7726,141.6722,
"Gambia, The",GMB,"Adolescent fertility rate (births per 1,000 women ages 15-19)",198.0144,199.6612,201.308,203.1906,205.0732,206.9558,208.8384,210.721,211.6976,212.6742,213.6508,214.6274,215.604,215.0062,214.4084,213.8106,213.2128,212.615,210.352,208.089,205.826,203.563,201.3,196.8704,192.4408,188.0112,183.5816,179.152,173.9616,168.7712,163.5808,158.3904,153.2,149.2808,145.3616,141.4424,137.5232,133.604,130.3136,127.0232,123.7328,120.4424,117.152,116.9146,116.6772,116.4398,116.2024,115.965,115.9368,115.9086,115.8804,115.8522,115.824,114.7038,113.5836,
Guinea-Bissau,GNB,"Adolescent fertility rate (births per 1,000 women ages 15-19)",108.0446,108.2268,108.409,108.5912,108.7734,108.9556,109.1378,109.32,109.0966,108.8732,108.6498,108.4264,108.203,108.4174,108.6318,108.8462,109.0606,109.275,111.917,114.559,117.201,119.843,122.485,124.409,126.333,128.257,130.181,132.105,133.3378,134.5706,135.8034,137.0362,138.269,137.5052,136.7414,135.9776,135.2138,134.45,133.029,131.608,130.187,128.766,127.345,126.3438,125.3426,124.3414,123.3402,122.339,117.691,113.043,108.395,103.747,99.099,95.2424,91.3858,
Equatorial Guinea,GNQ,"Adolescent fertility rate (births per 1,000 women ages 15-19)",125.9118,126.0534,126.195,126.7792,127.3634,127.9476,128.5318,129.116,129.2164,129.3168,129.4172,129.5176,129.618,129.618,129.618,129.618,129.618,129.618,130.12,130.622,131.124,131.626,132.128,132.5844,133.0408,133.4972,133.9536,134.41,134.41,134.41,134.41,134.41,134.41,134.3096,134.2092,134.1088,134.0084,133.908,132.8808,131.8536,130.8264,129.7992,128.772,127.5878,126.4036,125.2194,124.0352,122.851,121.147,119.443,117.739,116.035,114.331,112.0642,109.7974,
Greece,GRC,"Adolescent fertility rate (births per 1,000 women ages 15-19)",17.2776,18.1668,19.056,21.2652,23.4744,25.6836,27.8928,30.102,31.7988,33.4956,35.1924,36.8892,38.586,40.766,42.946,45.126,47.306,49.486,48.5522,47.6184,46.6846,45.7508,44.817,41.6786,38.5402,35.4018,32.2634,29.125,26.7508,24.3766,22.0024,19.6282,17.254,16.1252,14.9964,13.8676,12.7388,11.61,11.3898,11.1696,10.9494,10.7292,10.509,10.7398,10.9706,11.2014,11.4322,11.663,11.0382,10.4134,9.7886,9.1638,8.539,8.1042,7.6694,
